round,date,mahalanobis
5,2023-02-08,0.6377
5,2023-02-09,4.9461
5,2023-02-10,4.7986
5,2023-02-13,0.0781
5,2023-02-14,1.4704
5,2023-02-15,1.9286
5,2023-02-16,0.0269
5,2023-02-17,0.0781
5,2023-02-20,1.8536
5,2023-02-21,0.6201
5,2023-02-22,1.0647
5,2023-02-23,0.8839
5,2023-02-24,0.4187
5,2023-02-27,1.0062
5,2023-02-28,1.7973
5,2023-03-02,0.9974
5,2023-03-03,0.0136
5,2023-03-06,1.8837
5,2023-03-07,0.473
5,2023-03-08,0.5628
5,2023-03-09,1.1889
5,2023-03-10,2.338
5,2023-03-13,0.074
5,2023-03-14,5.072
5,2023-03-15,2.6816
5,2023-03-16,1.8155
5,2023-03-17,3.7574
5,2023-03-20,4.2802
5,2023-03-21,1.0803
5,2023-03-22,3.0627
5,2023-03-23,0.0433
5,2023-03-24,6.0794
5,2023-03-27,6.1064
5,2023-03-28,8.1402
5,2023-03-29,0.8571
5,2023-03-30,0.4861
5,2023-03-31,0.3033
5,2023-04-03,0.3655
5,2023-04-04,0.6072
5,2023-04-05,0.3352
5,2023-04-06,0.4867
5,2023-04-07,0.5156
5,2023-04-10,0.3996
5,2023-04-11,0.2903
5,2023-04-12,0.3101
5,2023-04-13,0.3773
5,2023-04-14,0.3157
5,2023-04-17,0.3058
5,2023-04-18,0.4067
5,2023-04-19,0.4292
5,2023-04-20,0.4357
5,2023-04-21,0.4187
5,2023-04-24,0.4137
5,2023-04-25,0.3798
5,2023-04-26,0.3585
5,2023-04-27,0.4087
5,2023-04-28,0.4743
5,2023-05-02,0.4975
5,2023-05-03,0.6223
5,2023-05-04,0.3548
5,2023-05-08,0.4587
5,2023-05-09,0.521
5,2023-05-10,0.4552
5,2023-05-11,0.5219
5,2023-05-12,0.5433
5,2023-05-15,0.532
5,2023-05-16,0.5672
5,2023-05-17,0.5702
5,2023-05-19,0.564
5,2023-05-22,0.5235
5,2023-05-23,0.437
5,2023-05-25,0.4758
5,2023-05-26,0.3769
5,2023-05-30,0.4064
5,2023-05-31,0.3943
5,2023-06-01,0.5156
5,2023-06-02,0.5417
5,2023-06-05,0.4972
5,2023-06-07,0.5676
5,2023-06-08,0.5907
5,2023-06-09,0.6281
5,2023-06-12,0.5926
5,2023-06-13,0.5552
5,2023-06-14,0.5718
5,2023-06-15,0.6178
5,2023-06-16,0.6245
5,2023-06-19,0.6006
5,2023-06-20,0.6501
5,2023-06-21,0.6084
5,2023-06-22,0.6095
5,2023-06-23,0.6396
5,2023-06-26,0.604
5,2023-06-27,0.6255
5,2023-06-28,0.6278
5,2023-06-29,0.6533
5,2023-06-30,0.7071
5,2023-07-07,0.9763
5,2023-07-10,0.419
5,2023-07-14,0.908
5,2023-07-17,0.6125
5,2023-07-19,0.6624
5,2023-07-20,0.6239
5,2023-07-21,0.5961
5,2023-07-24,0.6012
5,2023-07-26,0.4845
5,2023-07-28,0.5188
5,2023-08-03,1.171
5,2023-08-04,0.3935
5,2023-08-07,0.303
5,2023-08-08,0.3881
5,2023-08-09,0.8814
5,2023-08-10,0.5079
5,2023-08-11,0.6287
5,2023-08-14,0.5834
5,2023-08-16,0.6805
5,2023-08-17,0.426
5,2023-08-18,0.4682
5,2023-08-21,0.2255
5,2023-08-22,0.6529
5,2023-08-23,0.4366
5,2023-08-24,0.7495
5,2023-08-25,0.6295
5,2023-08-28,0.6015
5,2023-08-29,0.651
5,2023-08-30,0.6565
5,2023-08-31,0.6778
5,2023-09-01,0.7104
5,2023-09-04,0.7111
5,2023-09-05,0.7209
5,2023-09-06,0.7155
5,2023-09-07,0.6892
5,2023-09-08,0.7296
5,2023-09-11,0.7208
5,2023-09-12,0.7235
5,2023-09-13,0.6963
5,2023-09-14,0.8014
5,2023-09-15,0.8198
5,2023-09-18,0.763
5,2023-09-19,0.6495
5,2023-09-20,0.6381
5,2023-09-21,0.6484
5,2023-09-22,0.4927
5,2023-09-25,0.4911
5,2023-09-26,0.533
5,2023-09-27,0.4176
5,2023-10-04,0.0592
5,2023-10-05,0.0472
5,2023-10-06,0.1697
5,2023-10-10,0.6486
5,2023-10-11,2.0222
5,2023-10-12,1.1688
5,2023-10-13,0.3297
5,2023-10-16,1.5254
5,2023-10-17,1.289
5,2023-10-18,0.2846
5,2023-10-19,0.0781
5,2023-10-20,3.4811
5,2023-10-23,0.2993
5,2023-10-24,1.3302
5,2023-10-25,0.731
5,2023-10-26,3.2386
5,2023-10-27,0.9053
5,2023-10-30,0.3239
5,2023-10-31,0.3398
5,2023-11-01,1.6519
5,2023-11-02,0.028
5,2023-11-03,1.7951
5,2023-11-06,0.1352
5,2023-11-07,1.9077
5,2023-11-08,0.0201
5,2023-11-09,1.8633
5,2023-11-10,0.5693
5,2023-11-13,1.9594
5,2023-11-14,1.372
5,2023-11-15,0.295
5,2023-11-16,0.5613
5,2023-11-17,0.679
5,2023-11-20,0.2348
5,2023-11-21,0.6356
5,2023-11-22,0.3724
5,2023-11-23,0.665
5,2023-11-24,0.3644
5,2023-11-27,0.3583
5,2023-11-28,0.3386
5,2023-11-29,0.6271
5,2023-11-30,0.4459
5,2023-12-01,0.4363
5,2023-12-04,0.4259
5,2023-12-05,0.414
5,2023-12-06,0.4533
5,2023-12-07,2.1029
5,2023-12-08,2.0048
5,2023-12-11,0.4319
5,2023-12-12,0.4472
5,2023-12-13,0.4679
5,2023-12-14,0.4963
5,2023-12-15,0.5095
5,2023-12-18,0.4905
5,2023-12-19,0.5593
5,2023-12-20,0.6313
5,2023-12-21,0.3893
5,2023-12-22,0.3723
5,2023-12-26,1.0738
5,2023-12-27,0.4013
5,2023-12-28,3.687
6,2024-01-02,0.096
6,2024-01-03,1.1826
6,2024-01-04,0.5288
6,2024-01-05,0.2119
6,2024-01-08,0.3023
6,2024-01-09,1.4874
6,2024-01-10,1.1885
6,2024-01-11,0.6283
6,2024-01-12,0.6503
6,2024-01-15,0.366
6,2024-01-16,0.6333
6,2024-01-17,0.0221
6,2024-01-19,0.2349
6,2024-01-22,0.1817
6,2024-01-23,0.271
6,2024-01-24,0.7176
6,2024-01-25,0.4019
6,2024-01-26,0.341
6,2024-01-29,0.6381
6,2024-01-30,0.4275
6,2024-01-31,0.3505
6,2024-02-01,0.4744
6,2024-02-02,2.8052
6,2024-02-05,0.1745
6,2024-02-06,0.2421
6,2024-02-07,0.2747
6,2024-02-08,1.1163
6,2024-02-13,0.1802
6,2024-02-14,0.186
6,2024-02-15,5.3953
6,2024-02-16,1.6614
6,2024-02-19,0.1802
6,2024-02-20,1.7006
6,2024-02-21,2.4347
6,2024-02-22,1.2357
6,2024-02-23,0.4998
6,2024-02-26,0.1917
6,2024-02-27,4.4362
6,2024-02-28,0.6115
6,2024-02-29,0.3654
6,2024-03-04,1.0046
6,2024-03-05,0.4988
6,2024-03-06,0.3826
6,2024-03-07,0.2912
6,2024-03-08,0.2912
6,2024-03-11,0.1759
6,2024-03-12,0.2119
6,2024-03-13,2.6737
6,2024-03-14,0.6382
6,2024-03-15,0.526
6,2024-03-18,0.5546
6,2024-03-19,0.6096
6,2024-03-20,0.396
6,2024-03-21,1.3454
6,2024-03-22,0.9997
6,2024-03-25,0.5481
6,2024-03-26,0.2778
6,2024-03-27,0.5023
6,2024-03-28,0.5244
6,2024-03-29,0.3521
6,2024-04-01,0.5576
6,2024-04-02,0.3145
6,2024-04-03,1.4379
6,2024-04-04,1.2367
6,2024-04-05,0.1659
6,2024-04-08,0.4138
6,2024-04-09,0.8252
6,2024-04-11,1.347
6,2024-04-12,0.2421
6,2024-04-15,0.1187
6,2024-04-16,2.1956
6,2024-04-17,0.1144
6,2024-04-18,0.5584
6,2024-04-19,1.2566
6,2024-04-22,0.9132
6,2024-04-23,1.0243
6,2024-04-24,5.117
6,2024-04-25,4.8858
6,2024-04-26,1.4303
6,2024-04-29,1.3196
6,2024-04-30,0.1826
6,2024-05-02,0.2004
6,2024-05-03,2.3059
6,2024-05-07,0.7918
6,2024-05-08,1.1009
6,2024-05-09,0.4032
6,2024-05-10,0.4649
6,2024-05-13,0.5039
6,2024-05-14,0.4022
6,2024-05-16,0.8497
6,2024-05-17,0.4746
6,2024-05-20,0.4788
6,2024-05-21,0.4968
6,2024-05-22,0.5202
6,2024-05-23,0.6509
6,2024-05-24,0.57
6,2024-05-27,0.5968
6,2024-05-28,0.6093
6,2024-05-29,0.6335
6,2024-05-30,1.133
6,2024-05-31,0.3636
6,2024-06-03,0.4513
6,2024-06-04,0.3813
6,2024-06-05,0.3973
6,2024-06-07,0.393
6,2024-06-10,0.8416
6,2024-06-11,0.3037
6,2024-06-12,0.6073
6,2024-06-13,1.4487
6,2024-06-14,0.634
6,2024-06-17,0.7664
6,2024-06-18,0.5656
6,2024-06-19,0.4238
6,2024-06-20,0.461
6,2024-06-21,0.3972
6,2024-06-24,0.7326
6,2024-06-25,0.3329
6,2024-06-26,0.4804
6,2024-06-27,0.4291
6,2024-06-28,0.6247
6,2024-07-01,0.465
6,2024-07-02,0.5022
6,2024-07-03,0.5763
6,2024-07-04,0.7618
6,2024-07-05,0.5432
6,2024-07-08,0.3771
6,2024-07-09,0.704
6,2024-07-10,0.4856
6,2024-07-11,0.4566
6,2024-07-12,0.5087
6,2024-07-15,0.406
6,2024-07-16,0.4368
6,2024-07-17,0.4443
6,2024-07-18,0.4783
6,2024-07-19,0.8549
6,2024-07-22,0.1272
6,2024-07-23,0.2594
6,2024-07-24,0.294
6,2024-07-25,0.0736
6,2024-07-26,0.186
6,2024-07-29,6.7602
6,2024-07-30,1.3225
6,2024-07-31,1.295
6,2024-08-01,0.9545
6,2024-08-02,0.364
6,2024-08-05,4.8742
6,2024-08-06,3.453
6,2024-08-07,1.9541
6,2024-08-08,1.4248
6,2024-08-09,1.1354
6,2024-08-12,0.8804
6,2024-08-13,0.6792
6,2024-08-14,0.6587
6,2024-08-16,1.2008
6,2024-08-19,1.6208
6,2024-08-20,0.8942
6,2024-08-21,0.2821
6,2024-08-22,0.277
6,2024-08-23,0.294
6,2024-08-26,0.3055
6,2024-08-28,1.1848
6,2024-08-29,0.3904
6,2024-08-30,1.2334
6,2024-09-02,0.7417
6,2024-09-03,0.3732
6,2024-09-04,2.5144
6,2024-09-05,0.9134
6,2024-09-06,1.1122
6,2024-09-09,0.9541
6,2024-09-10,0.793
6,2024-09-11,0.6948
6,2024-09-12,0.8479
6,2024-09-13,0.3531
6,2024-09-19,0.4493
6,2024-09-20,0.5817
6,2024-09-23,0.3828
6,2024-09-24,0.5155
6,2024-09-25,0.8212
6,2024-09-26,0.9884
6,2024-09-27,0.8917
6,2024-09-30,0.8943
6,2024-10-02,0.9606
6,2024-10-04,0.9528
6,2024-10-07,0.8976
6,2024-10-08,0.92
6,2024-10-10,0.8302
6,2024-10-11,0.6005
6,2024-10-14,0.3813
6,2024-10-15,0.3955
6,2024-10-16,0.3796
6,2024-10-17,0.3848
6,2024-10-18,0.2954
6,2024-10-21,0.244
6,2024-10-22,0.4948
6,2024-10-23,0.3427
6,2024-10-24,0.4532
6,2024-10-25,0.414
6,2024-10-28,0.3982
6,2024-10-29,0.3874
6,2024-10-31,0.6546
6,2024-11-01,0.538
6,2024-11-04,0.5206
6,2024-11-06,0.9266
6,2024-11-07,0.6815
6,2024-11-08,0.8438
6,2024-11-11,0.8472
6,2024-11-12,1.08
6,2024-11-13,1.2461
6,2024-11-14,0.7175
6,2024-11-15,0.6914
6,2024-11-18,0.4126
6,2024-11-19,0.6877
6,2024-11-20,0.1283
6,2024-11-21,0.4472
6,2024-11-22,0.739
6,2024-11-25,0.6792
6,2024-11-26,0.2887
6,2024-11-27,1.3722
6,2024-11-28,0.2234
6,2024-11-29,0.024
6,2024-12-02,0.55
6,2024-12-03,0.9257
6,2024-12-04,1.7358
6,2024-12-05,0.3943
6,2024-12-06,0.6843
6,2024-12-09,0.7515
6,2024-12-10,0.7359
6,2024-12-11,0.5639
6,2024-12-12,0.5017
6,2024-12-13,0.4009
6,2024-12-16,0.8207
6,2024-12-17,1.3632
6,2024-12-18,0.1889
6,2024-12-19,0.1522
6,2024-12-20,0.6735
6,2024-12-23,0.8113
6,2024-12-24,0.1251
6,2024-12-26,0.3453
6,2024-12-27,0.3069
6,2024-12-30,0.2924
7,2025-01-02,0.3268
7,2025-01-03,0.3037
7,2025-01-06,0.2926
7,2025-01-07,0.3494
7,2025-01-08,0.129
7,2025-01-09,0.2677
7,2025-01-10,0.0756
7,2025-01-13,0.411
7,2025-01-14,1.1069
7,2025-01-15,0.0266
7,2025-01-16,3.3662
7,2025-01-17,0.2558
7,2025-01-20,0.1438
7,2025-01-21,0.6626
7,2025-01-22,0.2573
7,2025-01-23,0.8156
7,2025-01-24,3.2343
7,2025-01-31,0.0951
7,2025-02-03,2.5698
7,2025-02-04,0.6026
7,2025-02-05,0.5785
7,2025-02-06,0.9812
7,2025-02-07,0.1944
7,2025-02-10,0.6239
7,2025-02-11,0.6863
7,2025-02-12,0.7637
7,2025-02-13,4.6312
7,2025-02-14,0.2529
7,2025-02-17,0.2003
7,2025-02-18,0.2266
7,2025-02-19,0.138
7,2025-02-20,0.4016
7,2025-02-21,0.1164
7,2025-02-24,1.2773
7,2025-02-25,0.0985
7,2025-02-26,0.2766
7,2025-02-27,0.6219
7,2025-02-28,2.0772
7,2025-03-04,0.616
7,2025-03-05,0.6121
7,2025-03-06,0.4947
7,2025-03-07,0.4655
7,2025-03-10,0.4008
7,2025-03-11,0.8955
7,2025-03-12,0.6248
7,2025-03-13,0.5442
7,2025-03-14,0.5641
7,2025-03-17,0.6008
7,2025-03-18,0.3269
7,2025-03-19,0.1577
7,2025-03-20,0.6174
7,2025-03-21,0.0473
7,2025-03-24,0.0404
7,2025-03-25,0.0734
7,2025-03-26,0.038
7,2025-03-27,0.5859
7,2025-03-28,0.4658
7,2025-03-31,1.5525
7,2025-04-01,0.7664
7,2025-04-02,0.749
7,2025-04-03,1.0291
7,2025-04-04,1.0903
7,2025-04-07,4.0091
7,2025-04-08,2.7526
7,2025-04-09,3.1742
7,2025-04-10,1.8476
7,2025-04-11,1.8161
7,2025-04-14,1.3881
7,2025-04-15,1.0702
7,2025-04-16,1.1372
7,2025-04-17,0.8884
7,2025-04-18,0.6816
7,2025-04-21,0.8918
7,2025-04-22,0.8042
7,2025-04-23,0.7836
7,2025-04-24,0.4969
7,2025-04-25,0.63
7,2025-04-28,0.2948
7,2025-04-29,0.3639
7,2025-04-30,0.1954
7,2025-05-02,0.2358
7,2025-05-07,0.2353
7,2025-05-08,0.8716
7,2025-05-09,0.2988
7,2025-05-12,0.356
7,2025-05-13,0.2295
7,2025-05-14,0.2295
7,2025-05-15,0.1669
7,2025-05-16,1.2191
7,2025-05-19,3.8734
7,2025-05-20,0.5896
7,2025-05-21,0.3268
7,2025-05-22,0.4117
7,2025-05-23,0.3482
7,2025-05-26,0.034
7,2025-05-27,0.313
7,2025-05-28,0.456
7,2025-05-29,0.7022
7,2025-05-30,0.4963
7,2025-06-02,0.4854
7,2025-06-04,0.4739
7,2025-06-05,0.4733
7,2025-06-09,1.0157
7,2025-06-10,0.7407
7,2025-06-11,0.6887
7,2025-06-12,0.4726
7,2025-06-13,1.11
7,2025-06-16,0.7906
7,2025-06-17,0.9613
7,2025-06-18,0.9373
7,2025-06-19,0.8225
7,2025-06-20,0.7032
7,2025-06-23,0.8026
7,2025-06-24,0.9507
7,2025-06-25,0.9244
7,2025-06-26,0.8537
7,2025-06-27,0.7517
7,2025-06-30,0.6813
7,2025-07-01,0.67
7,2025-07-02,0.6682
7,2025-07-03,0.6694
7,2025-07-04,0.9486
7,2025-07-07,0.8201
7,2025-07-08,0.7124
7,2025-07-09,0.6972
7,2025-07-10,0.4783
7,2025-07-11,0.4313
7,2025-07-14,0.5595
7,2025-07-15,0.454
7,2025-07-16,0.4327
7,2025-07-17,0.4175
7,2025-07-18,0.6811
7,2025-07-21,0.1723
7,2025-07-22,0.5073
7,2025-07-23,0.2642
7,2025-07-24,0.3321
7,2025-07-25,0.341
7,2025-07-28,0.4843
7,2025-07-29,0.4314
7,2025-07-30,0.5185
7,2025-07-31,0.5256
7,2025-08-01,1.4456
7,2025-08-04,0.8161
7,2025-08-05,0.708
7,2025-08-06,0.4099
7,2025-08-07,0.4803
7,2025-08-08,0.2741
7,2025-08-11,0.334
7,2025-08-12,0.5066
7,2025-08-13,0.6656
7,2025-08-14,0.2623
7,2025-08-18,0.5467
7,2025-08-19,0.3084
7,2025-08-20,0.4608
7,2025-08-21,0.4505
7,2025-08-22,0.3
7,2025-08-25,0.6429
7,2025-08-26,0.2141
7,2025-08-27,0.3285
7,2025-08-28,0.666
7,2025-08-29,0.2058
7,2025-09-01,0.7027
7,2025-09-02,0.6933
7,2025-09-03,0.1418
7,2025-09-04,0.5324
7,2025-09-05,1.6965
7,2025-09-08,0.3345
7,2025-09-09,1.0002
7,2025-09-10,1.8875
7,2025-09-11,0.272
7,2025-09-12,0.3852
7,2025-09-15,0.1932
7,2025-09-16,0.2791
7,2025-09-17,0.2483
7,2025-09-18,0.3143
7,2025-09-19,0.1897
7,2025-09-22,0.2529
7,2025-09-23,0.2307
7,2025-09-24,0.2755
7,2025-09-25,0.3865
7,2025-09-26,0.6431
7,2025-09-29,0.4688
7,2025-09-30,0.2833
7,2025-10-01,0.1819
7,2025-10-02,0.9129
7,2025-10-10,0.7988
7,2025-10-13,1.497
7,2025-10-14,1.65
7,2025-10-15,1.2897
7,2025-10-16,1.5667
7,2025-10-17,2.2802
7,2025-10-20,1.7452
7,2025-10-21,1.6496
7,2025-10-22,1.5587
7,2025-10-23,1.6498
7,2025-10-24,1.7467
7,2025-10-27,1.9937
7,2025-10-28,2.0331
7,2025-10-29,1.9464
7,2025-10-30,1.8389
7,2025-10-31,1.6306
7,2025-11-03,1.9963
7,2025-11-04,2.4174
7,2025-11-05,3.1178
7,2025-11-06,3.0572
7,2025-11-07,3.3037
7,2025-11-10,2.997
7,2025-11-11,2.8719
7,2025-11-12,2.4694
7,2025-11-13,2.0707
7,2025-11-14,2.5489
7,2025-11-17,2.2125
7,2025-11-18,2.94
7,2025-11-19,2.955
7,2025-11-20,2.499
7,2025-11-21,3.2466
7,2025-11-24,2.8492
7,2025-11-25,2.6152
7,2025-11-26,2.0514
7,2025-11-27,1.6997
7,2025-11-28,1.5959
7,2025-12-01,1.7883
7,2025-12-02,1.5407
7,2025-12-03,1.4654
7,2025-12-04,1.3335
7,2025-12-05,1.1418
7,2025-12-08,1.1644
7,2025-12-09,1.2445
7,2025-12-10,1.2121
7,2025-12-11,1.177
7,2025-12-12,0.9623
7,2025-12-15,1.153
7,2025-12-16,1.3318
7,2025-12-17,1.1241
7,2025-12-18,1.2503
7,2025-12-19,1.1632
7,2025-12-22,1.1447
7,2025-12-23,1.0121
7,2025-12-24,0.969
7,2025-12-26,0.998
7,2025-12-29,1.2013
7,2025-12-30,1.3982
8,2026-01-02,1.5709
8,2026-01-05,1.9423
8,2026-01-06,2.1311
8,2026-01-07,2.3195
8,2026-01-08,2.2665
8,2026-01-09,2.1104
8,2026-01-12,2.0079
8,2026-01-13,1.8615
8,2026-01-14,1.7176
8,2026-01-15,1.8352
8,2026-01-16,1.7235
8,2026-01-19,1.928
8,2026-01-20,2.1668
8,2026-01-21,2.3207
8,2026-01-22,2.4394
8,2026-01-23,2.1097
8,2026-01-26,2.1338
8,2026-01-27,2.2036
8,2026-01-28,2.8018
8,2026-01-29,2.8297
8,2026-01-30,2.9297
8,2026-02-02,4.1308
8,2026-02-03,4.5372
8,2026-02-04,4.6229
8,2026-02-05,4.8523
8,2026-02-06,4.743
8,2026-02-09,4.0942
8,2026-02-10,3.3184
8,2026-02-11,2.8368
8,2026-02-12,3.0713
8,2026-02-13,3.2325
8,2026-02-19,3.3833
8,2026-02-20,3.5826
8,2026-02-23,3.9588
8,2026-02-24,4.2296
8,2026-02-25,4.4504
8,2026-02-26,5.2278
8,2026-02-27,5.1446
8,2026-03-03,6.4944
8,2026-03-04,9.1441
8,2026-03-05,8.1312
8,2026-03-06,6.4677
8,2026-03-09,7.8382
8,2026-03-10,7.05
8,2026-03-11,6.5279
8,2026-03-12,6.8527
8,2026-03-13,6.1598
8,2026-03-16,5.2374
8,2026-03-17,4.9153
8,2026-03-18,5.1522
8,2026-03-19,5.3488
8,2026-03-20,5.3753
8,2026-03-23,6.4654
8,2026-03-24,6.7979
8,2026-03-25,6.2709
8,2026-03-26,6.0178
8,2026-03-27,6.1301
8,2026-03-30,6.2564
8,2026-03-31,6.2645
8,2026-04-01,6.2903
8,2026-04-02,5.876
8,2026-04-03,5.9021
